unified_raw_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,0,450,,,,,,,,,,,,,,,,,,,,,,,,,,
noise_data_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shortciurt_threshold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,150,150,150,100,100,30,,,,,,,,,,,,,,,,,,,,,,
specail_raw_max,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,4482,4525,4538,4528,4548,4563,4601,4667,4695,4717,4755,4806,4874,4313,4374,4341,4396,4473,4548,4647,4745,4839,4860,4967,5102,5250,5373,6000
4377,4292,4297,4309,4300,4321,4336,4457,4462,4441,4455,4488,4520,4556,4307,4358,4409,4477,4549,4625,4724,4820,4920,4948,5058,5190,5340,5466,5589
4424,4223,4230,4245,4236,4270,4382,4316,4355,4382,4397,4430,4463,4498,4319,4369,4422,4483,4572,4640,4741,4838,4936,4961,5070,5206,5357,5489,5612
4415,4170,4181,4198,4219,4312,4233,4258,4317,4341,4357,4392,4426,4463,4341,4391,4447,4501,4587,4673,4767,4863,4963,4988,5097,5235,5389,5514,5636
4402,4117,4127,4197,4217,4165,4185,4206,4267,4293,4310,4346,4382,4417,4351,4399,4456,4517,4598,4675,4787,4873,4972,4996,5105,5242,5398,5525,5652
4305,4177,4122,4113,4110,4136,4149,4176,4238,4265,4284,4320,4360,4395,4383,4430,4485,4547,4628,4707,4809,4905,5018,5029,5135,5272,5428,5554,5682
9999,4115,4153,4176,4171,4189,4204,4227,4287,4311,4329,4362,4398,4429,4454,4510,4561,4620,4698,4772,4871,4961,5056,5088,5176,5308,5458,5578,5699
9999,4122,4162,4182,4178,4201,4219,4243,4305,4324,4351,4389,4427,4463,4544,4604,4658,4720,4804,4882,4985,5082,5182,5204,5327,5455,5598,5734,5864
4329,4003,4028,4052,4051,4077,4098,4127,4192,4216,4246,4288,4331,4370,4533,4577,4633,4698,4785,4865,4971,5072,5175,5200,5310,5473,5602,5741,5876
4461,3974,4001,4026,4027,4053,4074,4102,4166,4191,4222,4266,4310,4349,4567,4610,4666,4731,4819,4897,5002,5100,5201,5224,5333,5476,5634,5756,5888
4469,3956,3988,4013,4014,4041,4061,4092,4158,4182,4214,4258,4303,4343,4618,4659,4715,4772,4862,4941,5045,5143,5243,5262,5368,5511,5652,5787,5910
4469,3931,3964,3989,3991,4017,4039,4069,4135,4160,4192,4236,4282,4322,4666,4703,4757,4820,4903,4980,5082,5178,5274,5293,5397,5538,5676,5827,5931
4423,3919,3955,3981,3981,4007,4030,4059,4126,4152,4184,4230,4277,4318,4736,4770,4821,4883,4966,5040,5139,5234,5330,5345,5447,5585,5723,5854,5973
4500,3865,3928,3952,3952,3976,3996,4026,4091,4114,4146,4189,4234,4271,4931,4964,5015,5071,5149,5219,5325,5412,5508,5518,5616,5749,5881,5999,6000
specail_raw_min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,2157,2178,2184,2179,2189,2196,2215,2246,2260,2270,2289,2314,2346,2076,2105,2090,2116,2153,2189,2237,2284,2329,2339,2391,2456,2527,2586,2000
2107,2066,2068,2074,2070,2080,2087,2145,2147,2138,2144,2160,2176,2193,2073,2097,2122,2155,2190,2226,2274,2320,2368,2382,2434,2498,2570,2631,2690
2129,2033,2036,2043,2039,2055,2109,2077,2096,2109,2116,2132,2148,2165,2079,2103,2128,2158,2201,2233,2282,2329,2376,2388,2440,2506,2579,2642,2701
2125,2007,2012,2020,2031,2075,2037,2049,2078,2089,2097,2114,2130,2148,2089,2113,2140,2166,2208,2249,2295,2341,2389,2401,2454,2520,2594,2654,2713
2119,1981,1986,2020,2030,2005,2014,2025,2054,2066,2074,2092,2109,2126,2094,2117,2145,2174,2213,2250,2304,2346,2393,2405,2457,2523,2598,2659,2721
2072,2010,1984,1979,1978,1991,1997,2010,2040,2053,2062,2079,2098,2116,2109,2132,2159,2189,2227,2265,2315,2361,2415,2421,2472,2538,2613,2673,2735
0,1980,1999,2010,2007,2016,2023,2035,2063,2075,2083,2100,2117,2132,2144,2171,2195,2224,2261,2297,2345,2388,2434,2449,2492,2555,2627,2685,2743
0,1984,2003,2013,2011,2022,2030,2042,2072,2081,2094,2112,2131,2148,2187,2216,2242,2272,2312,2350,2400,2446,2494,2505,2564,2626,2695,2760,2823
2084,1926,1938,1950,1950,1962,1972,1986,2017,2029,2044,2064,2084,2103,2182,2203,2230,2261,2303,2342,2393,2441,2491,2503,2556,2634,2697,2763,2829
2147,1913,1926,1938,1938,1951,1961,1974,2005,2017,2032,2053,2074,2093,2198,2219,2246,2277,2319,2357,2408,2455,2504,2514,2567,2636,2712,2771,2834
2151,1904,1919,1931,1932,1945,1954,1970,2001,2013,2028,2049,2071,2090,2223,2242,2269,2297,2340,2378,2429,2475,2524,2533,2584,2653,2721,2786,2845
2151,1892,1908,1920,1921,1933,1944,1958,1990,2002,2017,2039,2061,2080,2246,2264,2290,2320,2360,2397,2446,2492,2539,2548,2598,2666,2732,2805,2855
2129,1886,1904,1916,1916,1929,1940,1954,1986,1998,2014,2036,2059,2078,2280,2296,2321,2351,2390,2426,2474,2519,2566,2573,2622,2688,2755,2818,2875
1000,1860,1891,1902,1902,1914,1923,1938,1969,1980,1995,2016,2038,2056,2373,2389,2414,2441,2479,2512,2563,2605,2651,2656,2703,2767,2831,2887,2000
special_raw_delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1000,350,350,350,350,350,350,350,350,350,350,350,450,450,350,350,350,350,350,350,350,350,350,350,350,350,450,1000
1000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
2000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
9999,2000,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
9999,2000,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
2000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
450,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
1000,450,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,450
2000,1000,350,350,350,350,350,350,350,350,350,350,350,450,450,350,350,350,350,350,350,350,350,350,350,350,350,450,1000
